annee,boite,lieu,modele,moteur,nbr_km,photo,prix,version
07-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760662_1.JPG,53 004 €,SW Hybrid 225 e-EAT8 GT
07-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760658_1.JPG,44 247 €,Hybrid 225 e-EAT8 Allure Pack
06-2023,Automatique,None,Peugeot 5008,Essence,4 733 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760657_1.JPG,39 450 €,PureTech 130ch S&S EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760656_1.JPG,37 870 €,PureTech 130 ch S&S EAT8 Allure Pack
06-2023,Automatique,None,Peugeot 3008,Hybride rechargeable,1 974 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760650_1.JPG,49 200 €,Hybrid 225 e-EAT8 GT
06-2023,Automatique,None,Citroën C5 Aircross,Hybride rechargeable,6 832 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760648_1.JPG,44 002 €,Hybride rechargeable 225 e-EAT8 Shine
04-2023,Automatique,None,Peugeot 3008,Essence,4 908 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760638_1.JPG,35 000 €,Puretech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,None,Peugeot 5008,Essence,3 539 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760637_1.JPG,39 600 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,None,Citroën C5 X,Hybride rechargeable,3 939 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2760635_1.JPG,48 609 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
06-2023,Automatique,None,Citroën C5 Aircross,Hybride rechargeable,4 858 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760634_1.JPG,44 200 €,Hybride rechargeable 225 e-EAT8 Shine
05-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C5 X,Essence,3 121 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2760636_1.JPG,35 986 €,PureTech 180 S&S EAT8 Shine
06-2023,Automatique,None,Peugeot 5008,Diesel,4 841 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760619_1.JPG,39 600 €,BlueHDi 130ch S&S EAT8 Active Pack
07-2023,Automatique,None,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760593_1.JPG,38 237 €,PureTech 130 ch S&S EAT8 Allure Pack
07-2023,Automatique,None,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760590_1.JPG,53 004 €,SW Hybrid 225 e-EAT8 GT
07-2023,Automatique,None,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760588_1.JPG,44 247 €,Hybrid 225 e-EAT8 Allure Pack
07-2023,Automatique,None,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760587_1.JPG,37 870 €,PureTech 130 ch S&S EAT8 Allure Pack
05-2023,Automatique,None,Citroën C5 X,Essence,3 121 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2760577_1.JPG,35 986 €,PureTech 180 S&S EAT8 Shine
12-2022,Automatique,SPOTICAR CLARA AUTOMOBILES LA ROCHELLE,Peugeot 3008,Hybride rechargeable,42 089 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760554_1.JPG,35 490 €,Hybrid 225 e-EAT8 Active Pack
11-2021,Automatique,SPOTICAR CLARO AUTOMOBILES ANGERS,Opel Crossland,Diesel,55 360 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CROSSLAND-2760523_1.JPG,18 990 €,1.5 D 120 CH BVA6 Elegance
08-2021,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 Aircross,Diesel,41 231 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760516_1.JPG,26 300 €,BlueHDi 130 S&S BVM6 Shine
08-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,DS 3,Diesel,9 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2760509_1.JPG,37 950 €,Crossback BlueHDi 130 EAT8 Rivoli
08-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 3008,Diesel,3 728 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760511_1.JPG,37 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,DS 4,Diesel,4 265 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-4-2760487_1.JPG,38 890 €,BlueHDi 130 EAT8 Rivoli
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 3008,Hybride rechargeable,4 747 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760484_1.JPG,48 250 €,Hybrid 225 e-EAT8 GT
08-2021,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 Aircross,Diesel,41 231 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760479_1.JPG,26 300 €,BlueHDi 130 S&S BVM6 Shine
08-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 3008,Diesel,3 728 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760474_1.JPG,37 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
09-2021,Automatique,SPOTICAR STELLANTIS &YOU PARIS GRENELLE,Peugeot 208,Essence,1 445 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2760476_1.JPG,21 170 €,PureTech 100 S&S EAT8 Style
06-2019,Manuelle,SPOTICAR STELLANTIS &YOU PARIS GRENELLE,Mazda CX-3,Essence,43 610 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/MAZDA-CX-3-2760470_1.JPG,17 370 €,2.0L Skyactiv-G 121 4x2 Dynamique
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 3008,Hybride rechargeable,1 957 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760468_1.JPG,49 550 €,Hybrid 225 e-EAT8 GT
08-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,DS 3,Diesel,9 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2760466_1.JPG,37 950 €,Crossback BlueHDi 130 EAT8 Rivoli
05-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 3008,Hybride rechargeable,5 031 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760467_1.JPG,47 750 €,Hybrid 225 e-EAT8 GT
09-2020,Manuelle,SPOTICAR STELLANTIS &YOU AMIENS,Citroën Berlingo,Essence,25 480 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2760453_1.JPG,22 990 €,Taille M PureTech 110 S&S BVM6 Feel
03-2019,Automatique,SPOTICAR STELLANTIS &YOU AMIENS,Citroën C5 Aircross,Essence,70 233 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760445_1.JPG,22 790 €,PureTech 180 S&S EAT8 Feel
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 Aircross,Hybride rechargeable,4 919 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760443_1.JPG,43 138 €,Hybride Rechargeable 225 e-EAT8 Feel Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 5008,Essence,4 733 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760440_1.JPG,39 450 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 Aircross,Hybride rechargeable,6 832 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760436_1.JPG,44 002 €,Hybride rechargeable 225 e-EAT8 Shine
04-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 3008,Essence,4 908 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760430_1.JPG,35 000 €,Puretech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 Aircross,Hybride rechargeable,4 858 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760428_1.JPG,44 200 €,Hybride rechargeable 225 e-EAT8 Shine
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,DS 4,Diesel,4 265 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-4-2760419_1.JPG,38 890 €,BlueHDi 130 EAT8 Rivoli
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 5008,Diesel,4 841 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760417_1.JPG,39 600 €,BlueHDi 130ch S&S EAT8 Active Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 3008,Hybride rechargeable,4 747 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760412_1.JPG,48 250 €,Hybrid 225 e-EAT8 GT
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 3008,Hybride rechargeable,1 957 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760405_1.JPG,49 550 €,Hybrid 225 e-EAT8 GT
05-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 3008,Hybride rechargeable,5 031 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760404_1.JPG,47 750 €,Hybrid 225 e-EAT8 GT
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 5008,Essence,4 733 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760388_1.JPG,39 450 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 Aircross,Hybride rechargeable,6 832 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760386_1.JPG,44 002 €,Hybride rechargeable 225 e-EAT8 Shine
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 Aircross,Hybride rechargeable,4 919 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760389_1.JPG,43 138 €,Hybride Rechargeable 225 e-EAT8 Feel Pack
04-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 3008,Essence,4 908 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760382_1.JPG,35 000 €,Puretech 130ch S&S EAT8 Allure Pack
11-2022,Automatique,SPOTICAR STELLANTIS &YOU NANTERRE,Peugeot 208,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2760380_1.JPG,20 970 €,PureTech 130 S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 Aircross,Hybride rechargeable,4 858 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2760381_1.JPG,44 200 €,Hybride rechargeable 225 e-EAT8 Shine
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760377_1.JPG,38 237 €,PureTech 130 ch S&S EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760373_1.JPG,53 004 €,SW Hybrid 225 e-EAT8 GT
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760368_1.JPG,44 247 €,Hybrid 225 e-EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 5008,Diesel,4 841 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2760369_1.JPG,39 600 €,BlueHDi 130ch S&S EAT8 Active Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760366_1.JPG,37 870 €,PureTech 130 ch S&S EAT8 Allure Pack
05-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 X,Essence,3 121 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2760353_1.JPG,35 986 €,PureTech 180 S&S EAT8 Shine
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760331_1.JPG,38 237 €,PureTech 130 ch S&S EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760328_1.JPG,53 004 €,SW Hybrid 225 e-EAT8 GT
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 508,Hybride rechargeable,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760326_1.JPG,44 247 €,Hybrid 225 e-EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 508,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2760325_1.JPG,37 870 €,PureTech 130 ch S&S EAT8 Allure Pack
05-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 X,Essence,3 121 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2760316_1.JPG,35 986 €,PureTech 180 S&S EAT8 Shine
12-2021,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Renault Captur,Hybride,19 131 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-CAPTUR-2760304_1.JPG,23 490 €,E-Tech 145 - 21 Intens
11-2018,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Hyundai Ioniq,Electrique,34 517 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/HYUNDAI-IONIQ-2760294_1.JPG,16 990 €,ELECTRIC 120 CH Creative
07-2022,Manuelle,SPOTICAR CLARO AUTOMOBILES ORVAULT,Opel Mokka,Essence,19 240 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-MOKKA-2760280_1.JPG,20 990 €,1.2 TURBO 100 CH BVM6 Elegance
12-2017,Automatique,SPOTICAR CLARA AUTOMOBILES SAINT NAZAIRE,Peugeot 3008,Essence,61 331 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2760269_1.JPG,23 990 €,1.6 THP 165ch S&S EAT6 Allure
05-2022,Manuelle,SPOTICAR DREUX AUTOMOBILES,Opel Corsa,Essence,36 044 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2760262_1.JPG,17 990 €,1.2 TURBO 100 CH BVM6 GS Line
09-2020,Manuelle,DS SALON CHAMBERY,DS 3,Essence,25 394 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-CROSSBACK-2760157_1.JPG,19 788 €,CROSSBACK PureTech 100ch So Chic
04-2022,Manuelle,SPOTICAR DREUX AUTOMOBILES,Opel Corsa,Essence,21 352 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2568165_1.JPG,16 990 €,1.2 Turbo 100 ch BVM6 Elegance Business
07-2022,Manuelle,SPOTICAR ABCIS PROVENCE AIX,Peugeot 308,Essence,17 200 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2759970_1.JPG,25 850 €,1.2 PureTech 130ch S&S Allure
01-2022,Automatique,SPOTICAR ABCIS PROVENCE AIX,Peugeot 308,Hybride rechargeable,40 564 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2759968_1.JPG,33 680 €,PHEV 225ch GT e-EAT8
08-2019,Manuelle,SPOTICAR PICARD AUTOS 33 LIBOURNE,Peugeot 108,Essence,46 164 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-108-2759967_1.JPG,9 990 €,VTi 72 Like S&S 85g 5p
08-2020,Automatique,SPOTICAR COURTOIS AUTOMOBILES CELLE ST CLOUD,Peugeot 208,Electrique,18 456 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759903_1.JPG,19 990 €,e-208 136ch Active
12-2018,Automatique,SPOTICAR GPP BOLLENE,Peugeot 3008,Essence,73 910 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2759900_1.JPG,22 990 €,1.2 PureTech 130ch E6.c Allure S&S EAT8
01-2023,Automatique,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 208,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759869_1.JPG,26 980 €,e-208 136ch Active
03-2023,Automatique,SPOTICAR G. NEDELEC QUIMPER,Peugeot 208,Essence,4 714 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759860_1.JPG,23 980 €,1.2 PureTech 100ch S&S Allure Pack EAT8
06-2023,Manuelle,SPOTICAR G. NEDELEC QUIMPER,Peugeot Rifter,Diesel,10 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-RIFTER-2759852_1.JPG,32 980 €,1.5 BlueHDi 130ch S&S Standard GT
09-2022,Manuelle,SPOTICAR G. NEDELEC QUIMPER,Peugeot 2008,Diesel,22 220 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2759849_1.JPG,25 980 €,1.5 BlueHDi 110ch S&S Allure Pack
04-2022,Manuelle,SPOTICAR G. NEDELEC QUIMPER,Peugeot 208,Diesel,10 344 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759847_1.JPG,22 980 €,1.5 BlueHDi 100ch S&S Allure Pack
08-2020,Automatique,SPOTICAR G. NEDELEC BREST,Peugeot 3008,Diesel,43 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2759840_1.JPG,27 990 €,1.5 BlueHDi 130ch S&S Allure EAT8
08-2021,Manuelle,SPOTICAR AUTOBERNARD REIMS,Citroën C3,Essence,34 200 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759682_1.JPG,13 434 €,1.2 PureTech 83ch S&S Shine
07-2021,Manuelle,SPOTICAR AUTOBERNARD REIMS,Citroën C3,Essence,36 700 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759681_1.JPG,13 279 €,1.2 PureTech 83ch S&S Shine
06-2017,Manuelle,SPOTICAR CALVADOS ORNE AUTOMOBILES FLERS,Citroën C4 Picasso,Essence,87 720 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-PICASSO-2759608_1.JPG,14 990 €,PureTech 130ch Feel S&S
07-2021,Manuelle,SPOTICAR AUTOBERNARD EPERNAY,Citroën C3,Essence,33 047 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759550_1.JPG,13 480 €,1.2 PureTech 83ch S&S Shine
08-2021,Manuelle,SPOTICAR AUTOBERNARD EPERNAY,Citroën C3,Essence,40 210 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759547_1.JPG,12 980 €,1.2 PureTech 83ch S&S Shine
08-2021,Manuelle,SPOTICAR AUTOBERNARD EPERNAY,Citroën C3,Essence,39 223 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759545_1.JPG,12 980 €,1.2 PureTech 83ch S&S Shine
10-2022,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Citroën C3,Diesel,16 114 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759482_1.JPG,17 280 €,1.5 BlueHDi 100ch S&S Feel Pack E6.d
02-2023,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Citroën C4,Essence,15 690 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2759483_1.JPG,23 980 €,PureTech 130ch S&S Feel Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 5008,Diesel,3 835 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2759243_1.JPG,40 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 508,Essence,2 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2759241_1.JPG,42 933 €,SW PureTech 130 ch S&S EAT8 GT Pack
06-2021,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C5 Aircross,Diesel,34 275 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2759234_1.JPG,27 800 €,BlueHDi 130 S&S EAT8 SHINE
11-2022,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C4 X,Electrique,27 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-X-2759232_1.JPG,44 150 €,e-C4 X 136 ch Automatique Shine Pack
08-2022,Manuelle,SPOTICAR FELIX FAURE CORBAS,Citroën C3,Essence,19 079 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759230_1.JPG,18 347 €,PureTech 110 S&S BVM6 Shine Pack
11-2022,Manuelle,SPOTICAR FELIX FAURE CORBAS,Citroën C3,Essence,13 612 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759224_1.JPG,19 119 €,PureTech 110 S&S BVM6 Shine Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 5008,Essence,3 539 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2759218_1.JPG,39 600 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C5 X,Hybride rechargeable,3 939 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2759217_1.JPG,48 609 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
06-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Citroën C3,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759211_1.JPG,18 850 €,PureTech 83 S&S BVM5 C-Series
06-2021,Automatique,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 308,Diesel,95 699 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2759194_1.JPG,15 990 €,SW BlueHDi 130ch S&S EAT8 Active Business
06-2023,Automatique,SPOTICAR BESANCON JMJ AUTOMOBILES,Citroën Jumpy,Diesel,10 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-JUMPY-2759178_1.JPG,69 980 €,FGN M BLUEHDI 145 S&S EAT8
09-2018,Automatique,SPOTICAR STELLANTIS &YOU PARIS GRENELLE,Peugeot 5008,Diesel,96 141 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2759168_1.JPG,21 770 €,BlueHDi 130ch S&S EAT8 Allure Business
08-2019,Manuelle,SPOTICAR CLARIS AUTOMOBILES CHATEAUROUX,Volkswagen T-Cross,Diesel,90 357 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/VOLKSWAGEN-T-CROSS-2759163_1.JPG,17 290 €,1.6 TDI 95 Start/Stop BVM5 Lounge Business
